,문화예술,스포츠,관광,취미오락,휴식,사회기타,여가비용,평일여가시간,휴일여가시간,평일여가충분도,휴일여가충분도,공공여가시설충분도,민간여가산업만족도,일과여가의균형_B,일과여가의균형_C,여가인식:삶의필수요건,여가인식:삶의영향력,성별 ,교육수준,배우자유무,주평균근무시간,여가생활만족도
1492,0.0,0.1764705882352941,0.09090909090909091,0.5882352941176471,0.75,0.5,4.0,1.0,2.0,6,6,5.0,5.666666666666667,0,1,5,7,M,A,N,3.0,B
1494,0.0,0.0,0.0,0.058823529411764705,0.5,0.25,1.0,1.0,1.0,2,2,5.5,5.333333333333333,1,0,5,5,W,A,Y,3.0,B
1503,0.0,0.058823529411764705,0.0,0.3529411764705882,0.375,0.375,1.0,1.0,2.0,2,4,3.0,5.0,1,0,6,6,M,A,N,1.0,B
1504,0.0,0.1764705882352941,0.4545454545454546,0.47058823529411764,0.625,0.375,4.0,2.0,4.0,5,5,4.0,5.0,1,0,6,6,M,B,N,0.0,B
1514,0.0,0.0,0.36363636363636365,0.1764705882352941,0.375,0.125,2.0,1.0,2.0,5,5,6.5,6.666666666666667,1,0,5,5,W,B,Y,0.0,B
1519,0.0,0.1764705882352941,0.2727272727272727,0.1764705882352941,0.625,0.25,2.0,2.0,1.0,6,3,4.0,4.666666666666667,0,1,6,6,W,B,Y,0.0,B
1520,0.0,0.47058823529411764,0.18181818181818182,0.6470588235294118,0.75,0.75,2.0,2.0,4.0,6,6,3.0,4.0,0,0,6,6,M,B,N,2.0,A
1527,0.0,0.0,0.09090909090909091,0.1764705882352941,0.25,0.375,1.0,1.0,3.0,5,6,4.0,5.0,0,0,6,6,M,B,N,1.0,A
1542,0.0,0.11764705882352941,0.18181818181818182,0.11764705882352941,0.5,0.25,1.0,3.0,5.0,7,7,5.0,5.666666666666667,1,0,7,7,M,A,N,1.0,B
1547,0.0,0.058823529411764705,0.0,0.23529411764705882,0.25,0.375,2.0,1.0,2.0,4,4,4.0,5.0,1,0,6,6,M,B,N,0.0,A
1548,0.0,0.1764705882352941,0.0,0.058823529411764705,0.5,0.625,1.0,1.0,1.0,4,4,3.0,5.0,1,0,5,5,M,B,N,0.0,B
1577,0.0,0.0,0.0,0.23529411764705882,0.625,0.375,1.0,2.0,5.0,5,7,4.5,5.0,0,0,4,4,W,A,N,1.0,A
1580,0.0,0.23529411764705882,0.36363636363636365,0.3529411764705882,0.625,0.375,2.0,1.0,1.0,1,1,2.5,4.333333333333333,0,0,5,5,M,B,Y,1.0,A
1588,0.0,0.058823529411764705,0.36363636363636365,0.4117647058823529,0.75,0.375,4.0,1.0,5.0,2,6,4.5,5.666666666666667,0,0,6,5,W,B,N,3.0,B
1594,0.0,0.058823529411764705,0.18181818181818182,0.29411764705882354,0.625,0.375,3.0,1.0,3.0,2,2,5.5,6.0,0,0,7,7,W,B,Y,0.0,A
1600,0.0,0.0,0.0,0.1764705882352941,0.375,0.375,3.0,1.0,3.0,2,6,2.0,4.333333333333333,0,0,5,5,M,B,N,2.0,A
1615,0.0,0.0,0.18181818181818182,0.058823529411764705,0.5,0.375,2.0,1.0,1.0,5,5,5.5,5.0,0,1,4,6,W,B,Y,0.0,B
1616,0.0,0.0,0.18181818181818182,0.1764705882352941,0.375,0.125,2.0,1.0,2.0,5,5,5.0,5.333333333333333,0,1,6,5,M,B,N,2.0,B
1622,0.09090909090909091,0.058823529411764705,0.09090909090909091,0.11764705882352941,0.375,0.0,2.0,1.0,1.0,4,4,6.0,5.0,0,1,6,6,W,B,Y,1.0,B
1632,0.0,0.058823529411764705,0.2727272727272727,0.47058823529411764,0.875,0.375,2.0,1.0,1.0,3,1,4.0,5.0,0,0,7,7,W,A,N,3.0,A
1671,0.0,0.058823529411764705,0.18181818181818182,0.3529411764705882,0.625,0.375,4.0,2.0,2.0,4,4,4.0,6.333333333333333,0,0,5,5,M,A,Y,3.0,A
1687,0.0,0.058823529411764705,0.09090909090909091,0.23529411764705882,0.5,0.125,1.0,1.0,2.0,5,5,3.5,4.0,0,1,5,5,M,B,N,1.0,B
1751,0.0,0.058823529411764705,0.09090909090909091,0.29411764705882354,0.75,0.375,4.0,1.0,1.0,3,3,4.0,4.0,0,0,5,5,M,A,Y,3.0,A
1781,0.09090909090909091,0.11764705882352941,0.36363636363636365,0.3529411764705882,0.375,0.5,3.0,3.0,4.0,4,5,3.0,5.0,0,0,7,7,W,A,Y,2.0,A
1813,0.0,0.0,0.2727272727272727,0.1764705882352941,0.375,0.25,3.0,1.0,2.0,5,5,5.5,5.0,1,0,5,5,W,B,N,2.0,B
1814,0.0,0.0,0.09090909090909091,0.11764705882352941,0.25,0.25,4.0,2.0,5.0,5,6,5.5,5.666666666666667,0,1,6,5,M,B,N,2.0,B
1820,0.0,0.0,0.2727272727272727,0.058823529411764705,0.375,0.125,2.0,2.0,2.0,5,5,5.5,4.666666666666667,1,0,5,5,W,B,Y,0.0,B
1821,0.0,0.0,0.2727272727272727,0.058823529411764705,0.25,0.5,3.0,1.0,1.0,5,5,4.0,4.0,1,0,5,5,W,B,Y,2.0,A
1822,0.0,0.0,0.4545454545454546,0.058823529411764705,0.25,0.25,3.0,1.0,1.0,5,5,4.5,4.333333333333333,1,0,5,6,W,B,Y,0.0,B
1823,0.0,0.0,0.2727272727272727,0.058823529411764705,0.25,0.25,2.0,1.0,2.0,4,5,4.5,3.6666666666666665,1,0,5,6,W,B,Y,0.0,B
1824,0.0,0.0,0.2727272727272727,0.058823529411764705,0.25,0.25,3.0,1.0,2.0,5,5,4.5,4.0,1,0,5,5,W,B,Y,0.0,B
1827,0.0,0.0,0.4545454545454546,0.058823529411764705,0.375,0.125,4.0,1.0,2.0,5,5,5.0,5.0,0,1,6,5,M,B,Y,2.0,B
1833,0.0,0.0,0.2727272727272727,0.058823529411764705,0.25,0.125,4.0,1.0,2.0,4,4,4.5,4.333333333333333,0,1,5,5,M,B,N,3.0,B
1875,0.0,0.0,0.0,0.058823529411764705,0.375,0.25,1.0,1.0,2.0,4,4,4.0,4.0,0,0,4,6,W,A,N,3.0,B
1882,0.09090909090909091,0.0,0.0,0.3529411764705882,0.75,0.25,2.0,1.0,2.0,6,6,6.0,5.666666666666667,1,0,5,6,M,B,N,0.0,B
1884,0.09090909090909091,0.0,0.09090909090909091,0.23529411764705882,0.875,0.375,3.0,1.0,2.0,6,6,7.0,6.666666666666667,0,1,7,6,M,B,Y,1.0,B
1886,0.0,0.0,0.09090909090909091,0.29411764705882354,0.875,0.375,3.0,1.0,1.0,4,4,6.5,6.333333333333333,1,0,5,5,W,B,Y,1.0,B
1888,0.0,0.0,0.0,0.3529411764705882,0.75,0.25,2.0,1.0,2.0,6,5,6.5,6.333333333333333,0,1,5,6,M,B,N,0.0,B
1903,0.0,0.0,0.36363636363636365,0.23529411764705882,0.125,0.125,4.0,1.0,1.0,4,4,3.0,4.333333333333333,0,0,6,6,W,B,Y,1.0,B
1908,0.0,0.0,0.6363636363636364,0.23529411764705882,0.75,0.375,1.0,1.0,1.0,2,2,4.0,6.0,0,0,6,6,W,B,Y,1.0,A
1912,0.0,0.0,0.5454545454545454,0.23529411764705882,0.625,0.5,2.0,1.0,1.0,4,4,4.0,6.0,0,0,6,6,W,B,Y,0.0,A
1918,0.0,0.1764705882352941,0.5454545454545454,0.23529411764705882,0.875,0.375,1.0,1.0,2.0,2,6,5.5,4.666666666666667,0,0,5,6,M,B,Y,3.0,A
1923,0.0,0.23529411764705882,0.18181818181818182,0.23529411764705882,0.625,0.5,4.0,1.0,3.0,5,5,4.0,4.333333333333333,1,0,4,4,M,B,Y,1.0,A
1960,0.0,0.0,0.0,0.11764705882352941,0.25,0.25,1.0,1.0,3.0,4,6,4.0,5.0,0,0,5,6,M,A,N,3.0,B
1961,0.0,0.1764705882352941,0.0,0.11764705882352941,0.125,0.25,2.0,2.0,5.0,5,6,5.0,6.0,0,0,6,6,M,B,N,0.0,B
1965,0.0,0.0,0.0,0.11764705882352941,0.5,0.0,1.0,5.0,5.0,5,5,3.0,6.0,1,0,4,5,M,B,N,0.0,A
1979,0.0,0.0,0.0,0.058823529411764705,0.5,0.125,1.0,1.0,2.0,6,6,5.5,5.333333333333333,1,0,7,7,M,A,N,1.0,B
1981,0.0,0.0,0.2727272727272727,0.0,0.375,0.125,2.0,1.0,2.0,5,6,6.0,5.333333333333333,1,0,6,7,M,B,Y,1.0,A
1985,0.0,0.1764705882352941,0.18181818181818182,0.1764705882352941,0.25,0.25,3.0,1.0,2.0,4,4,2.0,2.3333333333333335,1,0,4,4,M,B,Y,2.0,B
2000,0.0,0.0,0.18181818181818182,0.1764705882352941,0.375,0.375,4.0,3.0,5.0,6,6,3.0,4.333333333333333,0,0,7,7,W,B,Y,1.0,A
2001,0.0,0.29411764705882354,0.18181818181818182,0.5882352941176471,0.625,0.375,3.0,2.0,5.0,6,6,4.0,4.333333333333333,1,0,6,6,M,A,N,2.0,B
2028,0.0,0.0,0.09090909090909091,0.29411764705882354,0.625,0.125,4.0,1.0,4.0,2,4,1.0,5.333333333333333,0,0,4,5,M,A,Y,2.0,A
2029,0.09090909090909091,0.11764705882352941,0.18181818181818182,0.11764705882352941,0.375,0.375,3.0,1.0,2.0,5,5,1.0,4.0,1,0,6,6,M,B,N,2.0,A
2052,0.0,0.0,0.2727272727272727,0.29411764705882354,0.375,0.125,2.0,1.0,1.0,6,5,6.5,5.666666666666667,1,0,5,5,W,B,N,2.0,A
2059,0.0,0.0,0.18181818181818182,0.11764705882352941,0.125,0.125,1.0,1.0,1.0,4,4,5.0,2.6666666666666665,0,0,4,5,W,A,Y,0.0,A
2061,0.0,0.0,0.18181818181818182,0.29411764705882354,0.375,0.375,2.0,1.0,2.0,6,6,5.0,4.333333333333333,0,0,5,5,W,B,Y,0.0,A
2062,0.0,0.0,0.0,0.1764705882352941,0.625,0.375,1.0,1.0,1.0,5,5,5.0,4.333333333333333,1,0,5,5,M,B,N,0.0,A
2063,0.0,0.058823529411764705,0.18181818181818182,0.11764705882352941,0.5,0.375,2.0,1.0,3.0,4,5,4.0,4.0,0,0,5,5,M,B,Y,3.0,A
2064,0.0,0.0,0.0,0.23529411764705882,0.375,0.125,1.0,1.0,1.0,5,5,4.0,5.333333333333333,1,0,4,5,M,B,N,3.0,A
2065,0.0,0.0,0.36363636363636365,0.11764705882352941,0.125,0.125,1.0,1.0,2.0,5,5,6.0,6.0,0,0,5,5,W,B,Y,0.0,A
2077,0.0,0.058823529411764705,0.0,0.1764705882352941,0.375,0.375,1.0,1.0,1.0,2,4,4.0,4.0,0,0,5,5,M,B,Y,3.0,A
2078,0.0,0.0,0.09090909090909091,0.1764705882352941,0.625,0.375,1.0,1.0,2.0,5,6,3.5,3.3333333333333335,0,0,3,5,W,A,N,3.0,A
2105,0.0,0.058823529411764705,0.0,0.3529411764705882,0.625,0.375,4.0,2.0,2.0,4,4,4.0,5.333333333333333,1,0,6,5,M,B,N,1.0,A
2107,0.09090909090909091,0.058823529411764705,0.0,0.29411764705882354,0.625,0.5,3.0,2.0,3.0,5,5,4.5,5.666666666666667,0,1,5,6,W,B,N,0.0,B
2108,0.0,0.058823529411764705,0.2727272727272727,0.23529411764705882,0.875,0.5,3.0,1.0,3.0,4,4,5.5,4.0,1,0,4,5,W,A,N,0.0,A
2109,0.0,0.1764705882352941,0.18181818181818182,0.3529411764705882,0.625,0.5,4.0,2.0,3.0,4,4,3.5,4.333333333333333,1,0,6,6,M,B,Y,3.0,A
2122,0.0,0.11764705882352941,0.36363636363636365,0.3529411764705882,0.625,0.375,4.0,1.0,4.0,4,6,4.0,4.333333333333333,0,0,7,7,W,B,N,3.0,A
2123,0.0,0.0,0.5454545454545454,0.23529411764705882,0.875,0.375,3.0,2.0,5.0,4,7,4.0,5.333333333333333,0,0,7,7,W,B,Y,1.0,A
2140,0.0,0.0,0.18181818181818182,0.1764705882352941,0.375,0.25,1.0,1.0,1.0,2,2,3.5,5.0,0,0,2,6,W,A,Y,1.0,A
2163,0.0,0.058823529411764705,0.0,0.3529411764705882,0.375,0.25,4.0,1.0,2.0,4,5,3.0,3.6666666666666665,0,0,6,6,M,A,N,2.0,B
2164,0.0,0.058823529411764705,0.0,0.3529411764705882,0.375,0.25,2.0,1.0,1.0,2,5,3.0,3.6666666666666665,0,1,5,5,M,B,N,2.0,A
2175,0.0,0.058823529411764705,0.09090909090909091,0.1764705882352941,0.25,0.375,1.0,1.0,1.0,5,5,3.0,4.333333333333333,0,0,6,6,W,B,N,1.0,A
2188,0.0,0.0,0.09090909090909091,0.23529411764705882,0.625,0.5,3.0,1.0,1.0,4,4,4.0,4.333333333333333,0,0,5,6,W,B,N,0.0,B
2197,0.0,0.058823529411764705,0.36363636363636365,0.1764705882352941,0.375,0.375,3.0,1.0,1.0,5,6,5.5,5.666666666666667,0,0,7,6,M,B,N,0.0,B
2210,0.0,0.0,0.0,0.1764705882352941,0.25,0.25,2.0,2.0,5.0,6,6,6.0,6.0,1,0,5,5,W,B,N,0.0,B
2214,0.0,0.058823529411764705,0.0,0.23529411764705882,0.5,0.375,3.0,1.0,3.0,4,4,5.0,5.333333333333333,1,0,5,5,M,B,Y,1.0,B
2220,0.09090909090909091,0.23529411764705882,0.36363636363636365,0.1764705882352941,0.375,0.25,2.0,1.0,1.0,5,5,3.0,4.666666666666667,0,1,4,4,W,B,Y,0.0,B
2232,0.09090909090909091,0.058823529411764705,0.18181818181818182,0.3529411764705882,0.5,0.5,1.0,1.0,2.0,5,5,4.0,5.333333333333333,0,0,4,5,M,A,Y,2.0,A
2238,0.0,0.11764705882352941,0.0,0.29411764705882354,0.375,0.5,1.0,2.0,4.0,7,7,5.5,5.666666666666667,0,0,5,6,M,B,N,0.0,A
2239,0.0,0.058823529411764705,0.09090909090909091,0.23529411764705882,0.375,0.375,2.0,3.0,5.0,5,7,4.5,4.333333333333333,0,1,6,6,W,A,N,0.0,B
2240,0.09090909090909091,0.058823529411764705,0.18181818181818182,0.23529411764705882,0.125,0.375,1.0,2.0,2.0,3,3,5.0,4.666666666666667,0,0,5,5,M,B,N,2.0,A
2251,0.0,0.0,0.18181818181818182,0.23529411764705882,0.25,0.375,2.0,1.0,2.0,4,4,3.0,5.333333333333333,0,0,4,4,W,A,N,2.0,A
2252,0.0,0.058823529411764705,0.18181818181818182,0.1764705882352941,0.25,0.5,2.0,1.0,3.0,5,5,4.5,6.333333333333333,0,0,4,4,M,B,Y,1.0,A
2264,0.0,0.1764705882352941,0.0,0.23529411764705882,0.375,0.25,3.0,1.0,2.0,4,6,4.5,4.666666666666667,1,0,5,6,M,B,N,2.0,B
2265,0.0,0.11764705882352941,0.0,0.11764705882352941,0.25,0.5,1.0,1.0,1.0,3,5,5.5,5.333333333333333,1,0,5,5,M,B,Y,2.0,A
2270,0.0,0.11764705882352941,0.0,0.1764705882352941,0.375,0.25,1.0,1.0,2.0,6,6,4.5,5.0,1,0,5,5,M,B,N,0.0,B
2271,0.0,0.0,0.09090909090909091,0.29411764705882354,0.375,0.25,3.0,1.0,1.0,4,5,5.5,5.666666666666667,0,0,4,5,W,B,N,2.0,B
2274,0.0,0.11764705882352941,0.09090909090909091,0.1764705882352941,0.375,0.25,1.0,1.0,1.0,3,3,4.5,5.333333333333333,0,0,5,5,M,B,Y,2.0,A
2275,0.0,0.0,0.0,0.11764705882352941,0.375,0.375,1.0,1.0,1.0,4,6,5.5,5.666666666666667,1,0,4,4,W,B,Y,2.0,A
2276,0.0,0.11764705882352941,0.09090909090909091,0.058823529411764705,0.375,0.375,1.0,1.0,1.0,4,4,4.5,4.333333333333333,1,0,5,4,M,B,Y,2.0,A
2279,0.0,0.23529411764705882,0.0,0.1764705882352941,0.375,0.125,1.0,1.0,1.0,4,6,4.5,4.666666666666667,1,0,5,5,M,B,N,0.0,A
2286,0.0,0.0,0.2727272727272727,0.23529411764705882,0.625,0.375,2.0,2.0,3.0,6,5,4.5,4.666666666666667,0,1,6,5,W,B,Y,0.0,B
2290,0.0,0.0,0.09090909090909091,0.058823529411764705,0.25,0.125,1.0,1.0,1.0,2,3,1.0,1.0,0,0,6,6,M,B,Y,1.0,A
2295,0.0,0.0,0.2727272727272727,0.11764705882352941,0.375,0.125,1.0,1.0,1.0,5,2,3.0,5.0,0,0,5,6,W,A,Y,1.0,A
2296,0.09090909090909091,0.058823529411764705,0.18181818181818182,0.1764705882352941,0.375,0.125,2.0,1.0,2.0,3,3,4.0,5.0,1,0,6,6,M,B,Y,1.0,B
2315,0.0,0.058823529411764705,0.09090909090909091,0.3529411764705882,0.5,0.375,4.0,2.0,5.0,5,7,3.0,6.0,0,0,7,6,M,B,N,0.0,B
2322,0.0,0.0,0.0,0.23529411764705882,0.125,0.25,1.0,1.0,2.0,5,3,6.5,5.666666666666667,0,1,4,4,W,B,N,1.0,B
2331,0.0,0.11764705882352941,0.0,0.058823529411764705,0.25,0.25,1.0,1.0,1.0,6,5,6.0,5.666666666666667,1,0,6,5,M,B,N,1.0,B
2339,0.0,0.0,0.0,0.23529411764705882,0.375,0.125,1.0,1.0,1.0,5,5,5.0,4.666666666666667,0,0,6,5,W,A,N,1.0,B
2342,0.0,0.058823529411764705,0.36363636363636365,0.1764705882352941,0.5,0.375,3.0,1.0,1.0,5,6,5.5,5.666666666666667,0,0,7,6,M,B,N,0.0,B
2343,0.0,0.23529411764705882,0.18181818181818182,0.47058823529411764,0.625,0.5,1.0,1.0,2.0,6,6,4.5,5.333333333333333,1,0,6,5,M,B,N,1.0,A
2366,0.0,0.23529411764705882,0.0,0.1764705882352941,0.375,0.125,1.0,1.0,1.0,5,5,2.0,4.0,1,0,5,5,M,B,N,0.0,B
2368,0.0,0.0,0.0,0.4117647058823529,0.375,0.25,1.0,1.0,2.0,5,5,7.0,6.0,1,0,5,5,M,A,N,0.0,A
2372,0.0,0.0,0.36363636363636365,0.29411764705882354,0.625,0.375,1.0,1.0,2.0,6,6,6.0,5.0,1,0,5,5,W,B,Y,0.0,A
2382,0.0,0.0,0.09090909090909091,0.1764705882352941,0.375,0.25,1.0,1.0,1.0,5,5,5.0,4.666666666666667,1,0,5,5,W,B,Y,0.0,A
2397,0.0,0.11764705882352941,0.2727272727272727,0.29411764705882354,0.75,0.375,4.0,1.0,2.0,4,4,6.0,6.0,0,0,6,6,M,B,Y,2.0,B
2425,0.0,0.0,0.2727272727272727,0.3529411764705882,0.625,0.5,2.0,1.0,3.0,4,5,2.0,4.666666666666667,0,0,6,6,M,B,N,1.0,B
2495,0.0,0.058823529411764705,0.18181818181818182,0.3529411764705882,0.75,0.375,1.0,4.0,5.0,7,7,3.0,4.333333333333333,1,0,4,4,W,A,N,0.0,B
2505,0.0,0.0,0.0,0.29411764705882354,0.625,0.25,1.0,5.0,5.0,7,7,4.0,4.333333333333333,0,1,6,6,W,B,N,0.0,A
2506,0.0,0.11764705882352941,0.18181818181818182,0.3529411764705882,0.75,0.25,1.0,2.0,4.0,4,6,3.0,4.333333333333333,1,0,6,6,M,B,Y,0.0,B
2513,0.0,0.11764705882352941,0.0,0.23529411764705882,0.625,0.375,3.0,3.0,5.0,6,6,2.0,5.0,1,0,6,6,M,B,N,0.0,B
2516,0.0,0.3529411764705882,0.0,0.1764705882352941,0.375,0.375,4.0,3.0,3.0,5,5,4.0,6.0,1,0,7,7,M,B,N,0.0,B
2521,0.0,0.11764705882352941,0.09090909090909091,0.4117647058823529,0.875,0.375,4.0,1.0,5.0,4,6,2.0,7.0,1,0,7,7,M,B,N,2.0,A
2530,0.0,0.1764705882352941,0.0,0.5882352941176471,0.625,0.375,4.0,5.0,5.0,7,7,7.0,7.0,1,0,7,7,M,B,N,0.0,B
2532,0.0,0.058823529411764705,0.18181818181818182,0.47058823529411764,0.625,0.5,3.0,1.0,2.0,2,4,4.5,6.0,0,0,5,6,M,B,N,2.0,A
2551,0.0,0.0,0.09090909090909091,0.11764705882352941,0.375,0.375,3.0,1.0,2.0,2,4,2.0,4.0,0,0,5,5,M,B,Y,3.0,A
2552,0.0,0.0,0.09090909090909091,0.23529411764705882,0.625,0.375,2.0,2.0,3.0,5,6,4.0,4.0,0,1,5,4,W,B,Y,0.0,A
2598,0.0,0.058823529411764705,0.2727272727272727,0.23529411764705882,0.5,0.5,2.0,1.0,3.0,2,4,3.5,4.666666666666667,0,0,5,5,M,B,Y,2.0,B
2599,0.0,0.11764705882352941,0.2727272727272727,0.29411764705882354,0.5,0.375,4.0,1.0,4.0,4,5,4.0,4.0,1,0,6,6,M,B,N,2.0,B
2600,0.0,0.058823529411764705,0.36363636363636365,0.23529411764705882,0.25,0.375,3.0,1.0,4.0,2,6,3.5,3.6666666666666665,0,0,5,5,M,A,N,2.0,A
2601,0.0,0.0,0.0,0.29411764705882354,0.125,0.375,3.0,2.0,4.0,4,5,3.0,3.6666666666666665,0,0,3,4,M,A,N,2.0,B
2614,0.0,0.058823529411764705,0.09090909090909091,0.1764705882352941,0.25,0.125,4.0,1.0,4.0,5,6,4.0,4.0,1,0,4,4,M,A,N,2.0,A
2615,0.0,0.11764705882352941,0.0,0.29411764705882354,0.5,0.25,2.0,5.0,5.0,7,7,5.5,4.666666666666667,1,0,5,6,M,B,N,1.0,B
2617,0.0,0.1764705882352941,0.0,0.23529411764705882,0.25,0.125,4.0,2.0,4.0,5,7,6.5,6.666666666666667,1,0,7,6,M,B,Y,1.0,B
2620,0.0,0.058823529411764705,0.18181818181818182,0.1764705882352941,0.125,0.125,4.0,1.0,2.0,4,3,5.0,6.0,1,0,7,7,M,B,Y,1.0,A
2621,0.0,0.29411764705882354,0.36363636363636365,0.4117647058823529,0.625,0.625,4.0,3.0,5.0,6,6,7.0,5.666666666666667,1,0,7,7,M,B,Y,2.0,B
2622,0.0,0.11764705882352941,0.18181818181818182,0.23529411764705882,0.75,0.375,4.0,1.0,3.0,3,6,6.5,6.333333333333333,0,0,6,7,W,B,Y,0.0,A
2625,0.0,0.058823529411764705,0.09090909090909091,0.5882352941176471,0.75,0.375,4.0,1.0,5.0,4,7,4.0,4.666666666666667,0,0,6,6,W,B,N,1.0,A
2639,0.0,0.23529411764705882,0.18181818181818182,0.29411764705882354,0.5,0.5,3.0,2.0,2.0,6,6,3.0,5.0,0,1,5,5,M,B,N,0.0,A
2648,0.0,0.1764705882352941,0.36363636363636365,0.29411764705882354,0.625,0.375,3.0,1.0,5.0,2,5,4.5,6.0,1,0,7,7,W,B,Y,0.0,A
2650,0.0,0.1764705882352941,0.4545454545454546,0.3529411764705882,0.5,0.5,4.0,2.0,5.0,4,5,4.0,5.333333333333333,1,0,6,6,M,B,N,1.0,B
2674,0.0,0.11764705882352941,0.09090909090909091,0.1764705882352941,0.25,0.375,3.0,2.0,3.0,4,5,4.0,4.0,0,1,7,6,M,B,N,2.0,B
2682,0.09090909090909091,0.1764705882352941,0.18181818181818182,0.1764705882352941,0.25,0.375,3.0,2.0,4.0,5,6,5.0,5.666666666666667,0,1,6,5,M,B,N,2.0,B
2687,0.0,0.0,0.0,0.23529411764705882,0.375,0.125,1.0,3.0,3.0,7,7,2.0,4.0,1,0,4,5,M,B,N,0.0,B
2691,0.0,0.0,0.09090909090909091,0.1764705882352941,0.5,0.25,2.0,2.0,4.0,7,6,2.0,4.0,0,0,4,5,W,B,N,0.0,A
2692,0.0,0.11764705882352941,0.0,0.1764705882352941,0.375,0.375,4.0,3.0,4.0,7,7,4.0,4.0,0,1,6,6,M,A,N,1.0,A
2695,0.0,0.058823529411764705,0.0,0.1764705882352941,0.625,0.375,1.0,3.0,3.0,6,6,4.0,4.0,0,1,4,4,M,B,N,0.0,A
2697,0.0,0.0,0.09090909090909091,0.3529411764705882,0.25,0.25,2.0,2.0,2.0,5,6,3.0,5.333333333333333,0,0,4,4,W,B,Y,0.0,A
2711,0.0,0.058823529411764705,0.09090909090909091,0.1764705882352941,0.125,0.5,3.0,1.0,2.0,6,6,6.5,6.0,0,0,4,6,M,B,Y,2.0,A
2736,0.0,0.11764705882352941,0.09090909090909091,0.23529411764705882,0.5,0.375,4.0,2.0,2.0,7,7,5.0,5.0,0,1,6,6,W,B,Y,0.0,B
2738,0.0,0.11764705882352941,0.18181818181818182,0.1764705882352941,0.0,0.375,1.0,1.0,2.0,5,5,4.0,4.0,0,1,6,6,M,B,N,2.0,B
2741,0.0,0.058823529411764705,0.18181818181818182,0.23529411764705882,0.25,0.125,4.0,2.0,3.0,6,6,4.0,2.6666666666666665,0,1,4,5,M,B,Y,2.0,A
2745,0.0,0.29411764705882354,0.0,0.058823529411764705,0.25,0.25,2.0,3.0,3.0,6,6,4.5,2.6666666666666665,1,0,6,5,M,B,N,0.0,B
2753,0.0,0.0,0.0,0.5294117647058824,0.75,0.5,1.0,1.0,5.0,4,7,4.0,4.0,1,0,6,6,W,B,N,1.0,B
2756,0.0,0.11764705882352941,0.09090909090909091,0.29411764705882354,0.5,0.25,1.0,1.0,1.0,2,4,2.0,4.0,0,0,5,5,M,A,N,3.0,A
2757,0.0,0.058823529411764705,0.18181818181818182,0.23529411764705882,0.375,0.375,1.0,1.0,2.0,2,4,3.5,3.3333333333333335,0,0,5,5,M,A,Y,3.0,A
2769,0.0,0.11764705882352941,0.09090909090909091,0.4117647058823529,0.75,0.5,3.0,2.0,5.0,5,6,4.0,4.333333333333333,1,0,5,5,M,B,N,1.0,B
2771,0.0,0.11764705882352941,0.09090909090909091,0.4117647058823529,0.875,0.5,3.0,2.0,4.0,4,5,5.0,5.0,1,0,5,6,W,B,N,1.0,A
2772,0.0,0.11764705882352941,0.09090909090909091,0.5294117647058824,1.0,0.5,3.0,3.0,5.0,5,6,4.0,4.0,1,0,5,5,M,B,N,1.0,B
2778,0.0,0.11764705882352941,0.09090909090909091,0.47058823529411764,0.75,0.5,3.0,2.0,5.0,5,5,5.0,5.0,0,1,5,5,M,B,N,1.0,B
2779,0.0,0.1764705882352941,0.18181818181818182,0.5294117647058824,0.75,0.5,4.0,5.0,5.0,6,6,4.5,5.0,0,1,5,5,W,B,Y,0.0,B
2790,0.0,0.11764705882352941,0.2727272727272727,0.6470588235294118,0.625,0.625,4.0,1.0,1.0,2,2,3.0,4.333333333333333,1,0,7,7,M,B,N,2.0,B
2792,0.0,0.0,0.36363636363636365,0.23529411764705882,0.375,0.375,2.0,1.0,1.0,5,6,3.0,3.6666666666666665,0,0,4,6,W,B,Y,0.0,A
2793,0.0,0.0,0.09090909090909091,0.29411764705882354,0.25,0.5,1.0,1.0,1.0,4,4,5.0,4.0,0,0,4,5,W,A,Y,0.0,A
2809,0.0,0.058823529411764705,0.18181818181818182,0.29411764705882354,0.625,0.375,4.0,2.0,4.0,3,5,3.5,7.0,1,0,6,6,M,B,N,2.0,B
2813,0.0,0.1764705882352941,0.2727272727272727,0.1764705882352941,0.375,0.25,3.0,1.0,1.0,4,5,2.5,5.333333333333333,0,0,6,6,M,A,Y,2.0,B
2817,0.0,0.1764705882352941,0.2727272727272727,0.1764705882352941,0.5,0.25,3.0,1.0,2.0,3,3,2.0,4.666666666666667,1,0,7,7,M,A,N,2.0,B
2823,0.18181818181818182,0.0,0.0,0.3529411764705882,0.375,0.125,4.0,1.0,1.0,2,4,3.0,4.333333333333333,0,0,6,6,W,B,N,1.0,B
2836,0.0,0.058823529411764705,0.36363636363636365,0.4117647058823529,0.5,0.375,3.0,3.0,4.0,4,4,3.0,4.0,0,1,5,5,W,A,Y,0.0,A
2844,0.0,0.11764705882352941,0.18181818181818182,0.5294117647058824,0.75,0.625,3.0,1.0,2.0,4,5,4.0,3.6666666666666665,1,0,6,6,M,A,Y,3.0,B
2857,0.0,0.1764705882352941,0.2727272727272727,0.29411764705882354,0.25,0.625,4.0,1.0,2.0,2,4,4.0,3.3333333333333335,0,0,6,6,M,B,Y,2.0,A
